uri,text,Incomprensibile,Non sensibile,Non so,Sensibile,class
7724,law school much fun today december please come soon,0,1,0,2,1
7725,propane went blockbuster get couple movies said wed wanting see four christmases got turns watched together last year haha tradition making teriyaki pork sirloin stir fry dinner love 3,0,0,0,3,1
7726,propane ate end highlighter think means wants stop studying,0,2,1,0,0
7727,went eat mexican food fixing homemade hot cocoa watching movies propane 3,0,0,0,3,1
7728,decided personally thanking everyone birthday wishes probably blowing many peoples news feeds thanks everyone 333,0,0,0,3,1
7729,rip orange highlighter makes score highlighter propname2,0,3,0,0,0
7730,memorizing,0,3,0,0,0
7731,ready thursday afternoon get go home see darlin,0,0,0,3,1
7732,working positive proactive,0,1,0,2,1
7733,come 1230 done property,0,2,1,0,0
7734,feel like lose best friend overtime propane leaves go back home cant wait till friday get go home,0,0,0,3,1
7735,goodness hate civil procedure,0,2,0,1,0
7736,showing memo whos boss,0,3,0,0,0
7737,glad home,0,1,0,2,1
7738,whoa way sleepy way early cookies hot chocolate time,0,1,0,2,1
7739,one final exam behind wonderful parents surprised came evening propane coming tomorrow im happy girl 3,0,0,0,3,1
7740,dear god know youve got lot going jesus birthday coming need take civil procedure exam morning know take exams really need ya extra special sort way one oh one thing please hold snow make home,0,0,0,3,1
7741,okay going long day classes feeling stressed overwhelmed instead home happily hunting love oh yea want finish law school lawyer want finish law school lawyer keep telling haha,0,1,0,2,1
7742,taking miss propane get groomed studying last exam friday cant wait friday 1230,0,0,0,3,1
7743,work 107 see propane,0,0,0,3,1
7744,one class meeting mama go wedding dress shopping home weekend,0,1,0,2,1
7745,another week almost seem fly cant wait next week propane celebrate birthday,0,0,0,3,1
7746,dont know whats worse constitutional law 840,0,1,0,2,1
7747,hates propane leaving today great weekend excited right back thursday,0,0,0,3,1
7748,well elaborate surprise plan take propane see propane birthday canceled due weather im still looking forward snowy weekend going wait april see propane,0,0,0,3,1
7749,congrats propane propane propane new little baby niece propane shell mine shortly,0,0,0,3,1
7750,got prettiest wedding dress whole wide world browsing racks turns first dress came caught attention one picked online looking ever since last june tried bunch ended one exciting,0,0,0,3,1
7751,summer job interview tomorrow hoping itll first last,0,0,0,3,1
7752,enjoying propane shift im home weekend,0,0,0,3,1
7753,abandoning library could almost confused ice box going grab lunch jessica back couple classes,0,0,0,3,1
7754,trying new reading glasses sure feel,0,3,0,0,0
7755,wishing fiance happy happy birthday love darlin hope wonderful day,0,2,0,1,0
7756,got paid opposed increasingly popular unpaid job law firm starting next friday ill work fridays school full time summer snow day rolled one makes today great day,0,0,0,3,1
7757,yay official snow day still job interview far know dont get stay bed watch day,0,1,0,2,1
7758,oh thank goodness monday night look forward gotta love 3 abc family,0,1,0,2,1
7759,rip propane music alway heart,0,3,0,0,0
7760,walked around whole sundsvall today half way started rain,0,1,0,2,1
7761,im work evening shift,0,1,0,2,1
7762,new ipod,0,2,0,1,0
7763,welcome dinner tonight im postmaster,0,1,0,2,1
7764,done zumba past 1 hour really great form workout love,0,0,0,3,1
7765,fixed music library laptop everything order,0,3,0,0,0
7766,whole day hoping find single thing hmmmmm,0,2,0,1,0
7767,troth hurts,0,0,0,3,1
7768,first day school want bad abit scary,0,2,0,1,0
7769,soon way bad taste party,0,0,0,3,1
7770,relaxing yesterdays party,0,1,1,1,0
7771,rip propane ozone never without,0,2,1,0,0
7772,im bed nasty couldjust want sleep really hate sick,0,0,0,3,1
7773,got new mobilephone,0,1,0,2,1
7774,snowing ahhhhhhh,0,3,0,0,0
7775,homes day today best thing want kill time raining outside,0,2,0,1,0
7776,fell love jazz improvisation much fun,0,3,0,0,0
7777,first statistics class today ummm say messy maybe really gonna strange class,0,1,0,2,1
7778,back home talking party cruise tired happy,0,0,0,3,1
7779,trying find schools level paper,0,2,0,1,0
7780,us merry christmas,0,3,0,0,0
7781,15 weeks left summerwork back karlstad looking forward starting get abot boring north,0,0,0,3,1
7782,im happy happy happy happy thanks everyone nice birthday wishes love,0,0,0,3,1
7783,motivation zero,0,2,0,1,0
7784,conflictmanagement really interesting find im like mother thought,0,2,1,0,0
7785,first voice lesson today feels good start singing long time ago im back track,0,1,0,2,1
7786,like life right,0,1,0,2,1
7787,sometimes realise insignificant universe get,0,2,0,1,0
7788,uploaded photos wow ball fun,0,3,0,0,0
7789,reason stayed till im little tired ive run books read ive also started finished game downloaded something wrong,0,1,0,2,1
7790,getting mite windy,0,3,0,0,0
7791,havent gone bed yet im heading way,0,1,0,2,1
7792,turning 17 wednesday getting cake tutor time thursday birthday party saturday instead work could better week,0,0,0,3,1
7793,practically 17 excited saturday excited much cost hire psi sinisters,0,1,0,2,1
7794,semiown playstation 2 slim also sinister mics memory card need suggestions games beginner play quite like crash pyro,0,2,0,1,0
7795,hair dyed straightened thursday really want hair straightened wait ive paid restricted test also washed hair realise hair quite bit curve knew,0,2,0,1,0
7796,copy status see people rate crazy marry talkative sarcastic lovable 6clubhead moody dumb 9 spoiled mouthy random shot funny fit amazing tough cute 18bfgf type player best freak quiet sexy 24 adorable,0,3,0,0,0
7797,completely honest 24 hours ask one question inbox question matter crazy sinister wrong ulterior motive full honesty dare put text status see questions get,0,3,0,0,0
7798,paramour ticket resale next weekend anyone else getting tickets,0,0,0,3,1
7799,going get restricted ith december fun,0,1,0,2,1
7800,definitely wants cherry blossom trees farmtown awesome,0,1,0,2,1
7801,time hands means gone 5 books last 5 days,0,2,0,1,0
7802,got emailed ezyticket paramour dont want wait three months see,0,1,0,2,1
7803,cant wait thursday im buying hair straightened,0,3,0,0,0
7804,want go work hour half bad need money,0,0,0,3,1
7805,oh ith january im going restricted license yay,0,0,0,3,1
7806,body found gored death wild animal,0,2,1,0,0
7807,still think people cant stack baskets properly idiots,0,3,0,0,0
7808,go urbandictionarycom type first name copy paste status put first entry name comment,0,3,0,0,0
7809,watching star trek 3 weeks think problem,0,2,0,1,0
7810,bought go mp3mp4 player 7999 damn awesome,1,1,0,1,0
7811,ugh leadership training bother getting morning,0,2,0,1,0
7812,miss sister,0,1,0,2,1
7813,thank everyone birthday wishes,0,1,0,2,1
7814,shanghai,0,0,0,3,1
7815,thinks best day ever,0,2,0,1,0
7816,propnames birthday golf pub crawl,0,0,0,3,1
7817,loving girls night propnames day,0,0,0,3,1
7818,whitecaps,1,0,0,2,1
7819,loves new jeep liberty,0,2,0,1,0
7820,praying tech guys save computer otherwise start thesis ground zero,0,1,0,2,1
7821,boat,0,1,1,1,0
7822,picking jars beneath wreath posters postcards whoo,0,2,0,1,0
7823,trying figure something super amazing last two days,0,2,0,1,0
7824,excited haggans wedding former roomie ground,0,0,0,3,1
7825,going fraternity formal something ever thought id say age 27,0,0,0,3,1
7826,first day school first junior league meetingbusy day,0,2,0,1,0
7827,wishes el cheering state rather working thesis,0,0,0,3,1
7828,know good party tasmanian devil bumble bee show next afternoon looking lost antennae,0,2,1,0,0
7829,relaxing fremont fam tomorrow driftwood possibly kes,0,0,0,3,1
7830,wishes life always simple high school biggest decision wear yearbook pictures,0,2,0,1,0
7831,turned masters project finally done,0,2,0,1,0
7832,enjoying last day holiday shopping beneath wreath 1100300 today nicholas cultural center wwwjuniorleaguegrcom,0,0,0,3,1
7833,propane driving florida keys,0,0,0,3,1
7834,got six hour capstone exam mastersyay,0,0,1,2,1
7835,excited picnic pops propane much,0,1,0,2,1
7836,hello fhe class 2000 planning 10 year reunion mayjust thoughtssuggestions feel free contact propane thanks,0,2,0,1,0
7837,congrats propane wedding today go state,0,2,0,1,0
7838,made first attempt cooking bok choynot sure ever second,0,3,0,0,0
7839,missing pokey six propnames everything east lansing go state,0,1,1,1,0
7840,lets go state,0,3,0,0,0
7841,ran 19 miles today shower big glass water cleaning house,0,1,0,2,1
7842,elated,0,2,0,1,0
7843,caught fireflies jar going soak feet piping hot water relaxing chopin good book,0,3,0,0,0
7844,back modified russian tuning sounds much full,0,2,0,1,0
7845,everyone elses musical tastes go forward mine seem switchback,0,3,0,0,0
7846,50000 stitches,0,2,0,1,0
7847,extremely bored late night run north back,0,0,0,3,1
7848,working til knows ill,0,1,0,2,1
7849,thinking possibly something interesting tonight depending whatever might,0,1,0,2,1
7850,working overnights week,0,1,0,2,1
7851,shoes see like ill lets trade shoes see like feel pain feel mine go inside others minds see wed find look shit others eyes,0,2,1,0,0
7852,anxious move thinking much,0,1,0,2,1
7853,double shift work,0,1,0,2,1
7854,tiff,2,1,0,0,0
7855,enough rain already,0,3,0,0,0
7856,break lil bit luck would nice,0,3,0,0,0
7857,gone,0,1,2,0,0
7858,hoping easy day,0,3,0,0,0
7859,happy gobble gobble yall,1,2,0,0,0
7860,friday yet,0,3,0,0,0
7861,oh well want work ill post time guess back watching hockey maybe find something later,0,0,1,2,1
7862,blah,1,1,0,1,0
7863,dont feel like working today,0,1,1,1,0
7864,ah crap mondays always comes atthe week start tuesdays,0,3,0,0,0
7865,go figure trying upload pic facebook wont work properly,0,2,0,1,0
7866,yay snow,1,1,0,1,0
7867,bored watching hockey game,0,1,0,2,1
7868,playing guitar hero,0,3,0,0,0
7869,finally done freaking long 8 hour shift,0,2,1,0,0
7870,holy freaking snow,0,3,0,0,0
7871,work plowing sidewalks,0,1,0,2,1
7872,merry xmas lets drink good times,0,3,0,0,0
7873,tis season jolly la la la la la la la latin seasontobe nut case ha ha ha ha ha ha ha ha ha,1,2,0,0,0
7874,happy new year everyone cheers,0,3,0,0,0
7875,wishes 2009 would end 2010 could start,0,3,0,0,0
7876,freaking laundry apt,0,1,0,2,1
7877,copy status see people rate crazy marry talkative sarcastic miss club head moody dumb mouthy spoilt random shot funny fit amazing tough cute 17gfbf type player love gorgeous best cool,0,2,0,1,0
7878,damn im tired need sleep must go work sleep possible,0,2,0,1,0
7879,ah crap back hell tonight,0,2,1,0,0
7880,freaking snowinglol,0,3,0,0,0
7881,wif happened winter,0,3,0,0,0
7882,road,0,0,1,2,1
7883,1 2 weeks im back road,0,1,0,2,1
7884,u cant drive kind weather advice get road,0,3,0,0,0
7885,tired hell 12 shift day simply nuts,0,1,0,2,1
7886,due total lack interest monday cancelled,0,3,0,0,0
7887,ai coming san jose sept ith,0,1,1,1,0
7888,happy lunar new year chuck mung nam moi xing tian kai le,1,2,0,0,0
7889,flying back friday night time move rest stuff go work next morning great,0,0,0,3,1
7890,stealing net lake,0,1,0,2,1
7891,ames tomorow back time game,0,2,0,1,0
7892,back ic 16 hour drive think time go sleep,0,0,0,3,1
7893,made hotel,0,1,1,1,0
7894,owns duplex,0,1,0,2,1
7895,four long islands 30 min happy,0,1,0,2,1
7896,drunk work 6 hours night,0,0,0,3,1
7897,getting ready head jakes punch card night,0,1,1,1,0
7898,stairs painful,0,3,0,0,0
7899,fox trot head socko beneath bed disco ball hanging thread,0,3,0,0,0
7900,work gunna real bad morning hangover going fade awhile think,0,2,0,1,0
7901,time go shopping presents still dont know get,0,1,0,2,1
7902,headed cant wait work morning,0,1,0,2,1
7903,apparently good time lastnight,0,2,1,0,0
7904,oh yes ladies snuggle,0,3,0,0,0
7905,new year new mistakes,0,2,0,1,0
7906,go buy tinkerbell lip gloss,0,2,0,1,0
7907,pineapple tonight,0,3,0,0,0
7908,propnames uncle cheers,0,1,0,2,1
7909,pineapple,0,3,0,0,0
7910,13 hours cap today going long day,1,0,1,1,0
7911,dammit remembered still stuff finish work get,0,2,1,0,0
7912,go stormy weather rarely practice discern make love sin seek taciturn thats way get way get,0,3,0,0,0
7913,aaaaaaaaaaaaaaahhhhhhhhhh,1,1,1,0,0
7914,response response far im concerned worst one could give someonesigh oh well tho,0,2,1,0,0
7915,happy right never saw coming million years,0,2,0,1,0
7916,booooooo,1,1,1,0,0
7917,well may screwed upset nice people keep watching crash burn routine one semester another apparently lost patience given quite yet truly grateful,0,2,0,1,0
7918,,3,0,0,0,0
7919,well may pretty part least goodbye fall semester 09 kicked ass,0,1,0,2,1
7920,phone lame today,0,2,0,1,0
7921,ready freezing cap lobby today ashley hope bring sweatshirt,0,0,1,2,1
7922,guys claim like present future quit telling think want hear especially intention backing consistently actions start telling truly dammit reality enough right know right claim otherwise,0,1,0,2,1
7923,cant focus writing paper,0,2,0,1,0
7924,people stick treating eachother way really feel one another even means giving whatever might gain pretending like someone really dont deal temporary awkwardness admitting made mistake changed mind whatever thought,0,3,0,0,0
7925,finally almost done cap 54hrs since wednesday enough,0,1,1,1,0
7926,yeah mean im discovering im saying,0,3,0,0,0
7927,im going leave ill probably get fired ill something stupid ill go back jail coach mcguire home movies one best shows ever,0,3,0,0,0
7928,felz also nuevo mis amigos mi familia,2,1,0,0,0
7929,yeah know mean im discovering tools say coach mcguire,0,3,0,0,0
7930,charlatan tana mil takes 1 chatterbox,3,0,0,0,0
7931,hahaha love please put status know someone related someone eaten dragons wish 2010 people understand eaten dragons something ashamed dragons nearly unstoppable truly terrifying 93 wont copy paste eaten dragons,0,3,0,0,0
7932,miss anna must remember difficult woman much difficult generally king king love movie normally cant stand musicals,0,2,1,0,0
7933,dont use term insane prefer mentally hilarious family guy,0,3,0,0,0
7934,hello customers watching may may candidate laser eyeball surgeries name ping pong von laserstein today going talk eyes,0,3,0,0,0
7935,gos student comes complaining early next school year starts gonna get nice little lecture,0,2,0,1,0
